Orthogroup	AGIS1.0	BSM	CI	GJ	IN	KM	MPE	PP	cultivar_occupancy	reference_present	private_cultivar
OG0036623	NC_089042.1.g28977			NC_089042.1.g28553		NC_089042.1.g29157			2	1	
OG0036624	NC_089042.1.g29056	NC_089042.1.g28888	NC_089042.1.g28903						2	1	
OG0036625	NC_089042.1.g29091			NC_089042.1.g28663		NC_089042.1.g29270			2	1	
OG0036626	NC_089042.1.g29105			NC_089042.1.g28676		NC_089042.1.g29283			2	1	
OG0036627	NC_089042.1.g29135			NC_089042.1.g28710		NC_089042.1.g29315			2	1	
OG0036628	NC_089042.1.g29141			NC_089042.1.g28715		NC_089042.1.g29320			2	1	
OG0036629	NC_089042.1.g29233			NC_089042.1.g28802		NC_089042.1.g29417			2	1	
OG0036630	NC_089042.1.g29237			NC_089042.1.g28806		NC_089042.1.g29423			2	1	
OG0036631	NC_089042.1.g29242			NC_089042.1.g28811		NC_089042.1.g29428			2	1	
OG0036632	NC_089042.1.g29243			NC_089042.1.g28812		NC_089042.1.g29429			2	1	
OG0036633	NC_089042.1.g29254			NC_089042.1.g28823		NC_089042.1.g29441			2	1	
OG0036634	NC_089042.1.g29255			NC_089042.1.g28824		NC_089042.1.g29442			2	1	
OG0036635	NC_089042.1.g29326						NC_089042.1.g29106	NC_089042.1.g29235	2	1	
OG0036636	NC_089042.1.g29353					NC_089042.1.g29546	NC_089042.1.g29135		2	1	
OG0036637	NC_089042.1.g29374	NC_089042.1.g29210			NC_089042.1.g29319				2	1	
OG0036638	NC_089042.1.g29412			NC_089042.1.g28981		NC_089042.1.g29611			2	1	
OG0036639	NC_089042.1.g29761			NC_089042.1.g29337		NC_089042.1.g29977			2	1	
OG0036640	NC_089042.1.g29763			NC_089042.1.g29339		NC_089042.1.g29979			2	1	
OG0036641	NC_089042.1.g29764			NC_089042.1.g29340		NC_089042.1.g29980			2	1	
OG0036642	NC_089042.1.g29765			NC_089042.1.g29341		NC_089042.1.g29981			2	1	
OG0036643	NC_089042.1.g29772			NC_089042.1.g29348		NC_089042.1.g29988			2	1	
OG0036644	NC_089042.1.g29848			NC_089042.1.g29425		NC_089042.1.g30065			2	1	
OG0036645	NC_089043.1.g29966			NC_089043.1.g29544		NC_089043.1.g30191			2	1	
OG0036646	NC_089043.1.g29971			NC_089043.1.g29549		NC_089043.1.g30196			2	1	
OG0036647	NC_089043.1.g29975		NC_089043.1.g29839	NC_089043.1.g29554					2	1	
OG0036648	NC_089043.1.g29993			NC_089043.1.g29570		NC_089043.1.g30217			2	1	
OG0036649	NC_089043.1.g29996			NC_089043.1.g29575		NC_089043.1.g30224			2	1	
OG0036650	NC_089043.1.g30012	NC_089036.1.g8085				NC_089036.1.g8188			2	1	
OG0036651	NC_089043.1.g30021			NC_089043.1.g29597				NC_089043.1.g29961	2	1	
OG0036652	NC_089043.1.g30158	NC_089043.1.g30000		NC_089043.1.g29738					2	1	
OG0036653	NC_089043.1.g30214			NC_089043.1.g29797		NC_089043.1.g30453			2	1	
OG0036654	NC_089043.1.g30229	NC_089043.1.g30089						NC_089043.1.g30185	2	1	
OG0036655	NC_089043.1.g30255				NC_089043.1.g30213			NC_089043.1.g30213	2	1	
OG0036656	NC_089043.1.g30262			NC_089043.1.g29852		NC_089043.1.g30510			2	1	
OG0036657	NC_089043.1.g30269			NC_089043.1.g29859		NC_089043.1.g30517			2	1	
OG0036658	NC_089043.1.g30284		NC_089043.1.g30141					NC_089043.1.g30240	2	1	
OG0036659	NC_089043.1.g30288			NC_089043.1.g29880		NC_089043.1.g30542			2	1	
OG0036660	NC_089043.1.g30314			NC_089036.1.g5263		NC_089043.1.g30567			2	1	
OG0036661	NC_089043.1.g30327	NC_089043.1.g30189				NC_089043.1.g30578			2	1	
OG0036662	NC_089043.1.g30338			NC_089043.1.g29928		NC_089043.1.g30587			2	1	
OG0036663	NC_089043.1.g30348			NC_089042.1.g28322			NC_089042.1.g28522		2	1	
OG0036664	NC_089043.1.g30359		NC_089043.1.g30216					NC_089043.1.g30307	2	1	
OG0036665	NC_089043.1.g30361			NC_089043.1.g29946		NC_089043.1.g30609			2	1	
OG0036666	NC_089043.1.g30368			NC_089043.1.g29953		NC_089043.1.g30616			2	1	
OG0036667	NC_089043.1.g30371			NC_089043.1.g29956		NC_089043.1.g30619			2	1	
OG0036668	NC_089043.1.g30413			NC_089043.1.g29995		NC_089043.1.g30659			2	1	
OG0036669	NC_089043.1.g30435				NC_089043.1.g30376		NC_089043.1.g30209		2	1	
OG0036670	NC_089043.1.g30469			NC_089043.1.g30047		NC_089043.1.g30717			2	1	
OG0036671	NC_089043.1.g30505	NC_089043.1.g30357						NC_089043.1.g30442	2	1	
OG0036672	NC_089043.1.g30511			NC_089043.1.g30088		NC_089043.1.g30759			2	1	
OG0036673	NC_089043.1.g30522			NC_089043.1.g30097		NC_089043.1.g30770			2	1	
OG0036674	NC_089043.1.g30580			NC_089043.1.g30166			NC_089043.1.g30344		2	1	
OG0036675	NC_089043.1.g30593			NC_089043.1.g30178		NC_089043.1.g30855			2	1	
OG0036676	NC_089043.1.g30623		NC_089043.1.g30459	NC_089043.1.g30210					2	1	
OG0036677	NC_089043.1.g30626		NC_089043.1.g30463				NC_089043.1.g30388		2	1	
OG0036678	NC_089043.1.g30653			NC_089043.1.g30245				NC_089043.1.g30603	2	1	
OG0036680	NC_089043.1.g30704			NC_089045.1.g36480		NC_089043.1.g30978			2	1	
OG0036681	NC_089043.1.g30728			NC_089043.1.g30316		NC_089043.1.g30998			2	1	
OG0036682	NC_089043.1.g30735		NC_089043.1.g30572			NC_089043.1.g31005			2	1	
OG0036683	NC_089043.1.g30736			NC_089043.1.g30324		NC_089043.1.g31006			2	1	
OG0036684	NC_089043.1.g30737				NC_089043.1.g30689		NC_089043.1.g30493		2	1	
OG0036685	NC_089043.1.g30850	NC_089043.1.g30716						NC_089043.1.g30793	2	1	
OG0036686	NC_089043.1.g30941			NC_089043.1.g30520				NC_089043.1.g30883	2	1	
OG0036687	NC_089043.1.g30959			NC_089039.1.g20307		NC_089039.1.g20650			2	1	
OG0036688	NC_089043.1.g30988			NC_089043.1.g30567		NC_089043.1.g31253			2	1	
OG0036689	NC_089043.1.g31046			NC_089043.1.g30605		NC_089043.1.g31308			2	1	
OG0036690	NC_089043.1.g31141			NC_089043.1.g30696		NC_089043.1.g31403			2	1	
OG0036691	NC_089043.1.g31147			NC_089043.1.g30702		NC_089043.1.g31409			2	1	
OG0036692	NC_089043.1.g31148			NC_089043.1.g30703		NC_089043.1.g31410			2	1	
OG0036693	NC_089043.1.g31170			NC_089043.1.g30725		NC_089043.1.g31431			2	1	
OG0036694	NC_089043.1.g31171			NC_089043.1.g30726		NC_089043.1.g31432			2	1	
OG0036695	NC_089043.1.g31251			NC_089043.1.g30805		NC_089043.1.g31512			2	1	
OG0036696	NC_089043.1.g31304			NC_089043.1.g30856		NC_089043.1.g31566			2	1	
OG0036697	NC_089043.1.g31318			NC_089043.1.g30871		NC_089043.1.g31581			2	1	
OG0036698	NC_089043.1.g31350			NC_089043.1.g30907		NC_089043.1.g31616			2	1	
OG0036699	NC_089043.1.g31408			NC_089043.1.g30960		NC_089043.1.g31669			2	1	
OG0036700	NC_089043.1.g31416		NC_089043.1.g31223		NC_089043.1.g31350				2	1	
OG0036701	NC_089043.1.g31445			NC_089043.1.g30999		NC_089043.1.g31708			2	1	
OG0036702	NC_089043.1.g31550			NC_089043.1.g31110		NC_089043.1.g31814			2	1	
OG0036703	NC_089043.1.g31562			NC_089043.1.g31121		NC_089043.1.g31825			2	1	
OG0036704	NC_089043.1.g31596			NC_089043.1.g31156		NC_089043.1.g31858			2	1	
OG0036705	NC_089043.1.g31661		NC_089043.1.g31472				NC_089043.1.g31410		2	1	
OG0036706	NC_089043.1.g31671			NC_089043.1.g31229		NC_089043.1.g31937			2	1	
OG0036707	NC_089043.1.g31674			NC_089043.1.g31232		NC_089043.1.g31940			2	1	
OG0036708	NC_089043.1.g31784			NC_089043.1.g31344		NC_089043.1.g32053			2	1	
OG0036709	NC_089043.1.g31806					NC_089043.1.g32075	NC_089044.1.g33790		2	1	
OG0036710	NC_089043.1.g31827			NC_089043.1.g31384		NC_089043.1.g32095			2	1	
OG0036711	NC_089043.1.g31843	NC_089043.1.g31668		NC_089043.1.g31400					2	1	
OG0036712	NC_089043.1.g31910			NC_089043.1.g31470		NC_089043.1.g32180			2	1	
OG0036713	NC_089043.1.g32005			NC_089043.1.g31570		NC_089043.1.g32279			2	1	
OG0036714	NC_089043.1.g32017			NC_089043.1.g31581		NC_089043.1.g32289			2	1	
OG0036715	NC_089043.1.g32113			NC_089043.1.g31678		NC_089043.1.g32385			2	1	
OG0036716	NC_089043.1.g32149	NC_089043.1.g31984				NC_089043.1.g32430			2	1	
OG0036717	NC_089043.1.g32188			NC_089043.1.g31761		NC_089043.1.g32469			2	1	
OG0036718	NC_089044.1.g32251				NC_089041.1.g25802			NC_089041.1.g25736	2	1	
OG0036719	NC_089044.1.g32386			NC_089044.1.g31952			NC_089044.1.g32130		2	1	
OG0036720	NC_089044.1.g32387	NC_089044.1.g32232			NC_089044.1.g32362				2	1	
OG0036721	NC_089044.1.g32451			NC_089044.1.g32016		NC_089044.1.g32724			2	1	
OG0036722	NC_089044.1.g32494		NC_089044.1.g32305			NC_089044.1.g32764			2	1	
OG0036723	NC_089044.1.g32511	NC_089044.1.g32372				NC_089044.1.g32796			2	1	
OG0036724	NC_089044.1.g32512			NC_089044.1.g32078		NC_089044.1.g32797			2	1	
OG0036725	NC_089044.1.g32547		NC_089044.1.g32372	NC_089044.1.g32108					2	1	
OG0036726	NC_089044.1.g32568		NC_089044.1.g32388			NC_089044.1.g32853			2	1	
OG0036727	NC_089044.1.g32577		NC_089044.1.g32398	NC_089044.1.g32136					2	1	
OG0036728	NC_089044.1.g32661			NC_089044.1.g32215		NC_089044.1.g32957			2	1	
OG0036729	NC_089044.1.g32676			NC_089044.1.g32225		NC_089044.1.g32972			2	1	
OG0036730	NC_089044.1.g32731			NC_089044.1.g32290			NC_089044.1.g32499		2	1	
OG0036731	NC_089044.1.g32774	NC_089044.1.g32653	NC_089044.1.g32596						2	1	
OG0036732	NC_089044.1.g32800			NC_089044.1.g32362			NC_089044.1.g32564		2	1	
OG0036733	NC_089044.1.g32849	NC_089044.1.g32725					NC_089044.1.g32612		2	1	
OG0036734	NC_089044.1.g32906	NC_089044.1.g32783	NC_089044.1.g32730						2	1	
OG0036735	NC_089044.1.g32960	NC_089044.1.g32843				NC_089044.1.g33279			2	1	
OG0036736	NC_089044.1.g33012	NC_089044.1.g32906					NC_089044.1.g32779		2	1	
OG0036737	NC_089044.1.g33033		NC_089044.1.g32866	NC_089044.1.g32612					2	1	
OG0036738	NC_089044.1.g33128						NC_089044.1.g32895	NC_089044.1.g33102	2	1	
OG0036740	NC_089044.1.g33213			NC_089044.1.g32791		NC_089044.1.g33537			2	1	
OG0036741	NC_089044.1.g33222			NC_089044.1.g32800		NC_089044.1.g33547			2	1	
OG0036742	NC_089044.1.g33252		NC_089044.1.g33082			NC_089044.1.g33581			2	1	
OG0036743	NC_089044.1.g33294	NC_089044.1.g33191				NC_089044.1.g33622			2	1	
OG0036744	NC_089044.1.g33308			NC_089044.1.g32887		NC_089044.1.g33636			2	1	
OG0036745	NC_089044.1.g33339			NC_089044.1.g32918		NC_089044.1.g33668			2	1	
OG0036746	NC_089044.1.g33378			NC_089044.1.g32959		NC_089044.1.g33707			2	1	
OG0036747	NC_089044.1.g33400	NC_089044.1.g33289		NC_089044.1.g32979					2	1	
OG0036748	NC_089044.1.g33421			NC_089044.1.g33001		NC_089044.1.g33761			2	1	
OG0036749	NC_089044.1.g33437			NC_089044.1.g33016		NC_089044.1.g33778			2	1	
OG0036750	NC_089044.1.g33502			NC_089044.1.g33081		NC_089044.1.g33841			2	1	
OG0036751	NC_089044.1.g33510			NC_089044.1.g33089		NC_089044.1.g33850			2	1	
OG0036752	NC_089044.1.g33525			NC_089044.1.g33105		NC_089044.1.g33867			2	1	
OG0036753	NC_089044.1.g33534			NC_089044.1.g33114		NC_089044.1.g33876			2	1	
OG0036754	NC_089044.1.g33538	NC_089044.1.g33429						NC_089044.1.g33533	2	1	
OG0036755	NC_089044.1.g33557	NC_089044.1.g33441			NC_089044.1.g33583				2	1	
OG0036756	NC_089044.1.g33561			NC_089044.1.g33139		NC_089044.1.g33900			2	1	
OG0036757	NC_089044.1.g33619			NC_089044.1.g33200			NC_089044.1.g33393		2	1	
OG0036758	NC_089044.1.g33753		NC_089044.1.g33555			NC_089044.1.g34091			2	1	
OG0036759	NC_089044.1.g33925			NC_089044.1.g33490				NC_089044.1.g33905	2	1	
OG0036761	NC_089044.1.g34004			NC_089044.1.g33566			NC_089044.1.g33778		2	1	
OG0036762	NC_089044.1.g34065			NC_089044.1.g33627		NC_089044.1.g34400			2	1	
OG0036763	NC_089044.1.g34114			NC_089044.1.g33675		NC_089044.1.g34452			2	1	
OG0036764	NC_089044.1.g34153			NC_089044.1.g33713		NC_089044.1.g34491			2	1	
OG0036765	NC_089044.1.g34196			NC_089044.1.g33753		NC_089044.1.g34535			2	1	
OG0036766	NC_089044.1.g34203			NC_089044.1.g33760		NC_089044.1.g34542			2	1	
OG0036767	NC_089044.1.g34205			NC_089044.1.g33762		NC_089044.1.g34544			2	1	
OG0036768	NC_089044.1.g34212		NC_089044.1.g33990				NC_089044.1.g33992		2	1	
OG0036769	NC_089044.1.g34233			NC_089044.1.g33790		NC_089044.1.g34571			2	1	
OG0036770	NC_089044.1.g34247			NC_089044.1.g33803		NC_089044.1.g34584			2	1	
OG0036771	NC_089044.1.g34248			NC_089044.1.g33804		NC_089044.1.g34585			2	1	
OG0036772	NC_089044.1.g34283			NC_089044.1.g33843		NC_089044.1.g34622			2	1	
OG0036773	NC_089044.1.g34286					NC_089044.1.g34625	NC_089044.1.g34069		2	1	
OG0036774	NC_089044.1.g34419			NC_089044.1.g33975		NC_089044.1.g34762			2	1	
OG0036775	NC_089044.1.g34472			NC_089044.1.g34027		NC_089044.1.g34815			2	1	
OG0036776	NC_089045.1.g34605			NC_089045.1.g34153		NC_089045.1.g34939			2	1	
OG0036777	NC_089045.1.g34634			NC_089045.1.g34182		NC_089045.1.g34968			2	1	
OG0036778	NC_089045.1.g34639			NC_089045.1.g34186		NC_089045.1.g34971			2	1	
OG0036779	NC_089045.1.g34646			NC_089045.1.g34193		NC_089045.1.g34978			2	1	
OG0036780	NC_089045.1.g34656			NC_089045.1.g34203		NC_089045.1.g34988			2	1	
OG0036781	NC_089045.1.g34673				NC_089045.1.g34679	NC_089045.1.g35004			2	1	
OG0036782	NC_089045.1.g34701			NC_089045.1.g34245		NC_089045.1.g35031			2	1	
OG0036783	NC_089045.1.g34750			NC_089045.1.g34296		NC_089045.1.g35080			2	1	
OG0036784	NC_089045.1.g34789			NC_089045.1.g34336		NC_089045.1.g35120			2	1	
OG0036785	NC_089045.1.g34791			NC_089045.1.g34338		NC_089045.1.g35122			2	1	
OG0036786	NC_089045.1.g34831				NC_089045.1.g34843		NC_089045.1.g34592		2	1	
OG0036787	NC_089045.1.g34860			NC_089045.1.g34412		NC_089045.1.g35194			2	1	
OG0036788	NC_089045.1.g34862			NC_089045.1.g34414		NC_089045.1.g35197			2	1	
OG0036789	NC_089045.1.g34894			NC_089045.1.g34442		NC_089045.1.g35224			2	1	
OG0036790	NC_089045.1.g34996						NC_089045.1.g34752	NC_089045.1.g34968	2	1	
OG0036791	NC_089045.1.g35021		NC_089045.1.g34784			NC_089045.1.g35351			2	1	
OG0036792	NC_089045.1.g35038				NC_089045.1.g35028	NC_089045.1.g35358			2	1	
OG0036793	NC_089045.1.g35081			NC_089045.1.g34632		NC_089045.1.g35402			2	1	
OG0036794	NC_089045.1.g35096				NC_089045.1.g35088	NC_089045.1.g35419			2	1	
OG0036795	NC_089045.1.g35097			NC_089045.1.g34648		NC_089045.1.g35420			2	1	
OG0036797	NC_089045.1.g35148	NC_089045.1.g34994					NC_089045.1.g34909		2	1	
OG0036798	NC_089045.1.g35263				NC_089045.1.g35271		NC_089045.1.g35034		2	1	
OG0036799	NC_089045.1.g35376	NC_089045.1.g35244			NC_089045.1.g35392				2	1	
OG0036800	NC_089045.1.g35399				NC_089045.1.g35423		NC_089045.1.g35184		2	1	
OG0036801	NC_089045.1.g35409						NC_089045.1.g35194	NC_089045.1.g35411	2	1	
OG0036802	NC_089045.1.g35427			NC_089045.1.g34990		NC_089045.1.g35773			2	1	
OG0036803	NC_089045.1.g35456				NC_089045.1.g35478		NC_089045.1.g35240		2	1	
OG0036804	NC_089045.1.g35475					NC_089045.1.g35825		NC_089045.1.g35477	2	1	
OG0036805	NC_089045.1.g35509					NC_089045.1.g35856		NC_089045.1.g35511	2	1	
OG0036806	NC_089045.1.g35568				NC_089045.1.g35592	NC_089045.1.g35918			2	1	
OG0036807	NC_089045.1.g35605					NC_089045.1.g35954		NC_089045.1.g35603	2	1	
OG0036808	NC_089045.1.g35646			NC_089045.1.g35197		NC_089045.1.g36000			2	1	
OG0036809	NC_089045.1.g35650			NC_089045.1.g35201		NC_089045.1.g36004			2	1	
OG0036810	NC_089045.1.g35655				NC_089045.1.g35685	NC_089045.1.g36011			2	1	
OG0036811	NC_089045.1.g35661			NC_089045.1.g35211		NC_089045.1.g36016			2	1	
OG0036812	NC_089045.1.g35681			NC_089045.1.g35237		NC_089045.1.g36034			2	1	
OG0036813	NC_089045.1.g35691			NC_089045.1.g35247		NC_089045.1.g36044			2	1	
OG0036814	NC_089045.1.g35728			NC_089045.1.g35283		NC_089045.1.g36088			2	1	
OG0036815	NC_089045.1.g35743			NC_089045.1.g35297		NC_089045.1.g36103			2	1	
OG0036816	NC_089045.1.g35750			NC_089045.1.g35303		NC_089045.1.g36112			2	1	
OG0036817	NC_089045.1.g35751			NC_089045.1.g35304		NC_089045.1.g36113			2	1	
OG0036818	NC_089045.1.g35753			NC_089045.1.g35305		NC_089045.1.g36114			2	1	
OG0036819	NC_089045.1.g35756			NC_089045.1.g35308		NC_089045.1.g36116			2	1	
OG0036820	NC_089045.1.g35773			NC_089045.1.g35322		NC_089045.1.g36129			2	1	
OG0036821	NC_089045.1.g35776			NC_089045.1.g35332		NC_089045.1.g36133			2	1	
OG0036822	NC_089045.1.g35780			NC_089045.1.g35336		NC_089045.1.g36140			2	1	
OG0036823	NC_089045.1.g35783				NC_089045.1.g35812	NC_089045.1.g36143			2	1	
OG0036824	NC_089045.1.g35800			NC_089045.1.g35351		NC_089045.1.g36157			2	1	
OG0036825	NC_089045.1.g35803	NC_089045.1.g35656						NC_089045.1.g35795	2	1	
OG0036826	NC_089045.1.g35804			NC_089045.1.g35354		NC_089045.1.g36160			2	1	
OG0036827	NC_089045.1.g35810			NC_089045.1.g35363		NC_089045.1.g36166			2	1	
OG0036828	NC_089045.1.g35811	NC_089045.1.g35663				NC_089045.1.g36167			2	1	
OG0036829	NC_089045.1.g35835			NC_089045.1.g35384		NC_089045.1.g36191			2	1	
OG0036830	NC_089045.1.g35880			NC_089045.1.g35428		NC_089045.1.g36238			2	1	
OG0036831	NC_089045.1.g35918			NC_089045.1.g35471		NC_089045.1.g36277			2	1	
OG0036832	NC_089045.1.g35921			NC_089045.1.g35474		NC_089045.1.g36280			2	1	
OG0036833	NC_089045.1.g35931			NC_089045.1.g35484		NC_089045.1.g36291			2	1	
OG0036834	NC_089045.1.g35932			NC_089045.1.g35485		NC_089045.1.g36292			2	1	
OG0036835	NC_089045.1.g35938			NC_089045.1.g35490		NC_089045.1.g36297			2	1	
OG0036836	NC_089045.1.g35948			NC_089045.1.g35500		NC_089045.1.g36308			2	1	
OG0036837	NC_089045.1.g35961			NC_089045.1.g35516		NC_089045.1.g36324			2	1	
OG0036838	NC_089045.1.g35968			NC_089045.1.g35524		NC_089045.1.g36330			2	1	
OG0036839	NC_089045.1.g35974			NC_089045.1.g35530		NC_089045.1.g36336			2	1	
OG0036840	NC_089045.1.g36016			NC_089045.1.g35573	NC_089045.1.g36036				2	1	
OG0036842	NC_089045.1.g36043		NC_089045.1.g35814			NC_089045.1.g36407			2	1	
OG0036843	NC_089045.1.g36054	NC_089036.1.g7256				NC_089036.1.g7363			2	1	
OG0036844	NC_089045.1.g36072				NC_089045.1.g36093	NC_089045.1.g36438			2	1	
OG0036845	NC_089045.1.g36100		NC_089045.1.g35875		NC_089045.1.g36123				2	1	
OG0036847	NC_089045.1.g36235	NC_089045.1.g36088						NC_089045.1.g36207	2	1	
OG0036848	NC_089045.1.g36242			NC_089045.1.g35785				NC_089045.1.g36214	2	1	
OG0036849	NC_089045.1.g36279			NC_089045.1.g35824		NC_089045.1.g36654			2	1	
OG0036850	NC_089045.1.g36314		NC_089045.1.g36079	NC_089045.1.g35857					2	1	
OG0036851	NC_089045.1.g36317		NC_089045.1.g36083		NC_089045.1.g36343				2	1	
OG0036852	NC_089045.1.g36355		NC_089045.1.g36122					NC_089045.1.g36336	2	1	
OG0036853	NC_089045.1.g36356		NC_089045.1.g36123		NC_089045.1.g36383				2	1	
OG0036854	NC_089045.1.g36412			NC_089045.1.g35954		NC_089045.1.g36783			2	1	
OG0036855	NC_089045.1.g36428				NC_089045.1.g36461			NC_089045.1.g36406	2	1	
OG0036856	NC_089045.1.g36435		NC_089045.1.g36211			NC_089040.1.g21683			2	1	
OG0036857	NC_089045.1.g36537			NC_089041.1.g24867		NC_089041.1.g25351			2	1	
OG0036858	NC_089045.1.g36602			NC_089045.1.g36123		NC_089045.1.g36960			2	1	
OG0036859	NC_089045.1.g36654	NC_089045.1.g36501					NC_089045.1.g36398		2	1	
OG0036860	NC_089045.1.g36782			NC_089045.1.g36291		NC_089045.1.g37131			2	1	
OG0036862	NC_089045.1.g36804			NC_089045.1.g36312		NC_089045.1.g37154			2	1	
OG0036863	NC_089045.1.g36820					NC_089045.1.g37170	NC_089045.1.g36565		2	1	
OG0036864	NC_089045.1.g36862				NC_089045.1.g36899		NC_089045.1.g36610		2	1	
OG0036865	NC_089045.1.g36947	NC_089045.1.g36798					NC_089045.1.g36700		2	1	
OG0036866	NC_089045.1.g37063						NC_089045.1.g36807	NC_089045.1.g37018	2	1	
OG0036867	NC_089045.1.g37079				NC_089045.1.g37100		NC_089045.1.g36823		2	1	
OG0036868	NC_089045.1.g37090	NC_089045.1.g36928	NC_089045.1.g36854						2	1	
OG0036870	NC_089045.1.g37190		NC_089045.1.g36950					NC_089045.1.g37135	2	1	
OG0036871	NC_089045.1.g37195	NC_089045.1.g37032	NC_089045.1.g36957						2	1	
OG0036872	NC_089046.1.g37317			NC_089046.1.g36780		NC_089046.1.g37675			2	1	
OG0036873	NC_089046.1.g37353		NC_089046.1.g37113		NC_089046.1.g37360				2	1	
OG0036874	NC_089046.1.g37356			NC_089046.1.g36818		NC_089046.1.g37712			2	1	
OG0036875	NC_089046.1.g37413			NC_089046.1.g36877		NC_089046.1.g37770			2	1	
OG0036876	NC_089046.1.g37420			NC_089046.1.g36883		NC_089046.1.g37777			2	1	
OG0036877	NC_089046.1.g37463					NC_089046.1.g37821	NC_089046.1.g37193		2	1	
OG0036878	NC_089046.1.g37538			NC_089046.1.g37003		NC_089046.1.g37897			2	1	
OG0036879	NC_089046.1.g37558			NC_089046.1.g37021		NC_089046.1.g37915			2	1	
OG0036880	NC_089046.1.g37565			NC_089046.1.g37028		NC_089046.1.g37921			2	1	
OG0036881	NC_089046.1.g37615			NC_089046.1.g37078		NC_089046.1.g37971			2	1	
OG0036882	NC_089046.1.g37621			NC_089046.1.g37084		NC_089046.1.g37977			2	1	
OG0036883	NC_089046.1.g37675			NC_089046.1.g37137		NC_089046.1.g38031			2	1	
OG0036884	NC_089046.1.g37714				NC_089046.1.g37732			NC_089046.1.g37661	2	1	
OG0036885	NC_089046.1.g37748			NC_089046.1.g37215		NC_089046.1.g38116			2	1	
OG0036886	NC_089046.1.g37778		NC_089044.1.g33306			NC_089046.1.g38145			2	1	
OG0036887	NC_089046.1.g37886				NC_089046.1.g37912	NC_089046.1.g38257			2	1	
OG0036888	NC_089046.1.g37911			NC_089046.1.g37371		NC_089046.1.g38281			2	1	
OG0036889	NC_089046.1.g37923			NC_089046.1.g37383		NC_089046.1.g38295			2	1	
OG0036890	NC_089046.1.g37954			NC_089046.1.g37413	NC_089040.1.g22323				2	1	
OG0036891	NC_089046.1.g37978					NC_089046.1.g38346	NC_089046.1.g37834		2	1	
OG0036892	NC_089046.1.g38048					NC_089046.1.g38416	NC_089046.1.g37779		2	1	
OG0036893	NC_089046.1.g38098		NC_089046.1.g37864			NC_089046.1.g38478			2	1	
OG0036894	NC_089046.1.g38138			NC_089046.1.g37601		NC_089046.1.g38513			2	1	
OG0036895	NC_089046.1.g38151			NC_089046.1.g37614		NC_089046.1.g38528			2	1	
OG0036896	NC_089046.1.g38159			NC_089046.1.g37622		NC_089046.1.g38538			2	1	
OG0036897	NC_089046.1.g38179		NC_089046.1.g37945				NC_089046.1.g37911		2	1	
OG0036898	NC_089046.1.g38183			NC_089046.1.g37644		NC_089046.1.g38562			2	1	
OG0036899	NC_089046.1.g38213		NC_089046.1.g37976				NC_089046.1.g37942		2	1	
OG0036900	NC_089046.1.g38237		NC_089046.1.g38000			NC_089046.1.g38613			2	1	
OG0036901	NC_089046.1.g38251			NC_089046.1.g37711				NC_089046.1.g38194	2	1	
OG0036902	NC_089046.1.g38316			NC_089046.1.g37774		NC_089046.1.g38691			2	1	
OG0036903	NC_089046.1.g38363	NC_089046.1.g38212				NC_089046.1.g38741			2	1	
OG0036904	NC_089046.1.g38400				NC_089046.1.g38428		NC_089046.1.g38126		2	1	
OG0036905	NC_089046.1.g38403		NC_089046.1.g38168			NC_089046.1.g38784			2	1	
OG0036906	NC_089046.1.g38421			NC_089046.1.g37881		NC_089046.1.g38804			2	1	
OG0036907	NC_089046.1.g38529			NC_089046.1.g37981				NC_089046.1.g38455	2	1	
OG0036908	NC_089046.1.g38547			NC_089046.1.g38000		NC_089046.1.g38921			2	1	
OG0036909	NC_089046.1.g38564						NC_089046.1.g38273	NC_089046.1.g38488	2	1	
OG0036910	NC_089046.1.g38568	NC_089046.1.g38417				NC_089046.1.g38942			2	1	
OG0036911	NC_089046.1.g38622						NC_089046.1.g38328	NC_089046.1.g38553	2	1	
OG0036912	NC_089046.1.g38664		NC_089046.1.g38422	NC_089046.1.g38126					2	1	
OG0036913	NC_089046.1.g38672	NC_089046.1.g38523			NC_089046.1.g38718				2	1	
OG0036914	NC_089046.1.g38720	NC_089046.1.g38572						NC_089046.1.g38658	2	1	
OG0036915	NC_089046.1.g38739		NC_089046.1.g38509					NC_089046.1.g38683	2	1	
OG0036916	NC_089046.1.g38782				NC_089046.1.g38830			NC_089046.1.g38729	2	1	
OG0036917	NC_089046.1.g38791			NC_089046.1.g38260		NC_089046.1.g39195			2	1	
OG0036918	NC_089046.1.g38816					NC_089046.1.g39222	NC_089046.1.g38536		2	1	
OG0036919	NC_089046.1.g38881			NC_089046.1.g38346		NC_089046.1.g39286			2	1	
OG0036920	NC_089046.1.g38882			NC_089046.1.g38347		NC_089046.1.g39287			2	1	
OG0036921	NC_089046.1.g38911			NC_089046.1.g38374		NC_089046.1.g39319			2	1	
OG0036922	NC_089046.1.g38913			NC_089046.1.g38376		NC_089046.1.g39321			2	1	
OG0036923	NC_089046.1.g38945			NC_089046.1.g38407		NC_089046.1.g39355			2	1	
OG0036924	NC_089046.1.g38976	NC_089046.1.g38845						NC_089046.1.g38925	2	1	
OG0036925	NC_089046.1.g39002	NC_089046.1.g38874				NC_089046.1.g39418			2	1	
OG0036926	NC_089046.1.g39123			NC_089046.1.g38573		NC_089046.1.g39535			2	1	
