Orthogroup	AGIS1.0	BSM	CI	GJ	IN	KM	MPE	PP	cultivar_occupancy	reference_present	private_cultivar
OG0029752	NC_089045.1.g34675		NC_089045.1.g34443	NC_089045.1.g34220	NC_089045.1.g34681	NC_089045.1.g35006	NC_089045.1.g34437	NC_089045.1.g34650	6	1	
OG0029753	NC_089045.1.g34697		NC_089045.1.g34467	NC_089045.1.g34241	NC_089045.1.g34704	NC_089045.1.g35027	NC_089045.1.g34461	NC_089045.1.g34671	6	1	
OG0029754	NC_089045.1.g34757	NC_089045.1.g34607	NC_089045.1.g34529	NC_089045.1.g34303	NC_089045.1.g34765	NC_089045.1.g35087		NC_089045.1.g34732	6	1	
OG0029755	NC_089045.1.g34772	NC_089045.1.g34621		NC_089045.1.g34318	NC_089045.1.g34779	NC_089045.1.g35103	NC_089045.1.g34534	NC_089045.1.g34746	6	1	
OG0029756	NC_089045.1.g34781	NC_089045.1.g34631	NC_089045.1.g34553	NC_089045.1.g34328	NC_089045.1.g34790	NC_089045.1.g35112	NC_089045.1.g34545		6	1	
OG0029757	NC_089045.1.g34816	NC_089045.1.g34669	NC_089045.1.g34585	NC_089045.1.g34365	NC_089045.1.g34827	NC_089045.1.g35147		NC_089045.1.g34792	6	1	
OG0029758	NC_089045.1.g34852	NC_089045.1.g34708		NC_089045.1.g34404	NC_089045.1.g34864	NC_089045.1.g35186	NC_089045.1.g34613	NC_089045.1.g34832	6	1	
OG0029759	NC_089045.1.g34934	NC_089045.1.g34783	NC_089045.1.g34700	NC_089045.1.g34480	NC_089045.1.g34939	NC_089045.1.g35265		NC_089045.1.g34907	6	1	
OG0029761	NC_089045.1.g34961		NC_089045.1.g34724	NC_089045.1.g34506	NC_089045.1.g34962	NC_089045.1.g35291	NC_089045.1.g34717	NC_089045.1.g34932	6	1	
OG0029762	NC_089045.1.g34964	NC_089045.1.g34817	NC_089045.1.g34728	NC_089045.1.g34511	NC_089045.1.g34966	NC_089045.1.g35295		NC_089045.1.g34936	6	1	
OG0029763	NC_089045.1.g34970	NC_089045.1.g34824	NC_089045.1.g34734	NC_089045.1.g34518	NC_089045.1.g34972	NC_089045.1.g35301	NC_089045.1.g34726		6	1	
OG0029764	NC_089045.1.g35011	NC_089045.1.g34863	NC_089045.1.g34775	NC_089045.1.g34558	NC_089045.1.g35012	NC_089045.1.g35342		NC_089045.1.g34983	6	1	
OG0029765	NC_089045.1.g35032	NC_089045.1.g34876	NC_089045.1.g34788		NC_089045.1.g35024	NC_089045.1.g35353	NC_089045.1.g34779	NC_089045.1.g34995	6	1	
OG0029766	NC_089045.1.g35058	NC_089045.1.g34910	NC_089045.1.g34823	NC_089045.1.g34603	NC_089045.1.g35045		NC_089045.1.g34812	NC_089045.1.g35031	6	1	
OG0029767	NC_089045.1.g35071	NC_089045.1.g34922	NC_089045.1.g34842	NC_089045.1.g34621	NC_089045.1.g35060		NC_089045.1.g34829	NC_089045.1.g35049	6	1	
OG0029768	NC_089045.1.g35084		NC_089045.1.g34854	NC_089045.1.g34635	NC_089045.1.g35073	NC_089045.1.g35405	NC_089045.1.g34841	NC_089045.1.g35062	6	1	
OG0029769	NC_089045.1.g35118	NC_089045.1.g34971	NC_089045.1.g34890	NC_089045.1.g34669		NC_089045.1.g35442	NC_089045.1.g34880	NC_089045.1.g35099	6	1	
OG0029770	NC_089045.1.g35132	NC_089045.1.g34984	NC_089045.1.g34903		NC_089045.1.g35122	NC_089045.1.g35457	NC_089045.1.g34893	NC_089045.1.g35112	6	1	
OG0029771	NC_089045.1.g35134	NC_089045.1.g34985	NC_089045.1.g34905	NC_089045.1.g34683	NC_089045.1.g35123		NC_089045.1.g34894	NC_089045.1.g35113	6	1	
OG0029772	NC_089045.1.g35156	NC_089045.1.g35003	NC_089045.1.g34930		NC_089045.1.g35153	NC_089045.1.g35477	NC_089045.1.g34920	NC_089045.1.g35139	6	1	
OG0029773	NC_089045.1.g35181	NC_089045.1.g35031	NC_089045.1.g34955		NC_089045.1.g35182	NC_089045.1.g35501	NC_089045.1.g34947	NC_089045.1.g35165	6	1	
OG0029774	NC_089045.1.g35182	NC_089045.1.g35032		NC_089045.1.g34736	NC_089045.1.g35183	NC_089045.1.g35502	NC_089045.1.g34948	NC_089045.1.g35166	6	1	
OG0029775	NC_089045.1.g35185	NC_089045.1.g35035		NC_089045.1.g34739	NC_089045.1.g35186	NC_089045.1.g35504	NC_089045.1.g34951	NC_089045.1.g35170	6	1	
OG0029776	NC_089045.1.g35189	NC_089045.1.g35037		NC_089045.1.g34742	NC_089045.1.g35189	NC_089045.1.g35507	NC_089045.1.g34955	NC_089045.1.g35173	6	1	
OG0029777	NC_089045.1.g35194	NC_089045.1.g35045		NC_089045.1.g34748	NC_089045.1.g35198	NC_089045.1.g35515	NC_089045.1.g34964	NC_089045.1.g35183	6	1	
OG0029778	NC_089045.1.g35196	NC_089045.1.g35047		NC_089045.1.g34750	NC_089045.1.g35200	NC_089045.1.g35517	NC_089045.1.g34966	NC_089045.1.g35185	6	1	
OG0029779	NC_089045.1.g35197	NC_089045.1.g35048		NC_089045.1.g34751	NC_089045.1.g35201	NC_089045.1.g35518	NC_089045.1.g34967	NC_089045.1.g35186	6	1	
OG0029780	NC_089045.1.g35198	NC_089045.1.g35049		NC_089045.1.g34752	NC_089045.1.g35202	NC_089045.1.g35519	NC_089045.1.g34968	NC_089045.1.g35187	6	1	
OG0029781	NC_089045.1.g35199	NC_089045.1.g35050		NC_089045.1.g34753	NC_089045.1.g35203	NC_089045.1.g35520	NC_089045.1.g34969	NC_089045.1.g35188	6	1	
OG0029782	NC_089045.1.g35208	NC_089045.1.g35060	NC_089045.1.g34971	NC_089045.1.g34762	NC_089045.1.g35213	NC_089045.1.g35531	NC_089045.1.g34978		6	1	
OG0029783	NC_089045.1.g35216	NC_089045.1.g35068		NC_089045.1.g34769	NC_089045.1.g35221	NC_089045.1.g35539	NC_089045.1.g34987	NC_089045.1.g35204	6	1	
OG0029784	NC_089045.1.g35220		NC_089045.1.g34983	NC_089045.1.g34774	NC_089045.1.g35225	NC_089045.1.g35544	NC_089045.1.g34992	NC_089045.1.g35209	6	1	
OG0029785	NC_089045.1.g35222		NC_089045.1.g34984	NC_089045.1.g34776	NC_089045.1.g35227	NC_089045.1.g35545	NC_089045.1.g34993	NC_089045.1.g35210	6	1	
OG0029786	NC_089045.1.g35236	NC_089045.1.g35086	NC_089045.1.g34997	NC_089045.1.g34790	NC_089045.1.g35241	NC_089045.1.g35557	NC_089045.1.g35008		6	1	
OG0029787	NC_089045.1.g35242	NC_089045.1.g35093		NC_089045.1.g34796	NC_089045.1.g35249	NC_089045.1.g35561	NC_089045.1.g35013	NC_089045.1.g35229	6	1	
OG0029788	NC_089045.1.g35246	NC_089045.1.g35096	NC_089045.1.g35003	NC_089045.1.g34800		NC_089045.1.g35567	NC_089045.1.g35015	NC_089045.1.g35232	6	1	
OG0029789	NC_089045.1.g35250	NC_089045.1.g35101	NC_089045.1.g35007	NC_089045.1.g34804	NC_089045.1.g35256		NC_089045.1.g35019	NC_089045.1.g35236	6	1	
OG0029790	NC_089045.1.g35261	NC_089045.1.g35112		NC_089045.1.g34816	NC_089045.1.g35268	NC_089045.1.g35583	NC_089045.1.g35031	NC_089045.1.g35247	6	1	
OG0029791	NC_089045.1.g35293		NC_089045.1.g35054	NC_089045.1.g34851	NC_089045.1.g35310	NC_089045.1.g35620	NC_089045.1.g35070	NC_089045.1.g35283	6	1	
OG0029792	NC_089045.1.g35320		NC_089045.1.g35082	NC_089045.1.g34878	NC_089045.1.g35334	NC_089045.1.g35650	NC_089045.1.g35097	NC_089045.1.g35312	6	1	
OG0029793	NC_089045.1.g35337	NC_089045.1.g35192	NC_089045.1.g35100	NC_089045.1.g34899	NC_089045.1.g35354	NC_089045.1.g35667		NC_089045.1.g35330	6	1	
OG0029794	NC_089045.1.g35347	NC_089045.1.g35203	NC_089045.1.g35118		NC_089045.1.g35364	NC_089045.1.g35678	NC_089045.1.g35125	NC_089045.1.g35341	6	1	
OG0029795	NC_089045.1.g35355	NC_089045.1.g35211	NC_089045.1.g35126	NC_089045.1.g34916		NC_089045.1.g35688	NC_089045.1.g35132	NC_089045.1.g35348	6	1	
OG0029797	NC_089045.1.g35388	NC_089045.1.g35255	NC_089045.1.g35180		NC_089045.1.g35411	NC_089045.1.g35737	NC_089045.1.g35171	NC_089045.1.g35394	6	1	
OG0029799	NC_089045.1.g35447	NC_089045.1.g35312	NC_089045.1.g35236	NC_089045.1.g35007		NC_089045.1.g35791	NC_089045.1.g35231	NC_089045.1.g35449	6	1	
OG0029800	NC_089045.1.g35508	NC_089045.1.g35371	NC_089045.1.g35301	NC_089045.1.g35065		NC_089045.1.g35855	NC_089045.1.g35283	NC_089045.1.g35510	6	1	
OG0029801	NC_089045.1.g35527	NC_089045.1.g35392		NC_089045.1.g35083	NC_089045.1.g35550	NC_089045.1.g35876	NC_089045.1.g35302	NC_089045.1.g35529	6	1	
OG0029802	NC_089045.1.g35530	NC_089045.1.g35395	NC_089045.1.g35324	NC_089045.1.g35088		NC_089045.1.g35881	NC_089045.1.g35306	NC_089045.1.g35534	6	1	
OG0029803	NC_089045.1.g35533	NC_089045.1.g35397		NC_089045.1.g35090	NC_089045.1.g35557	NC_089045.1.g35884	NC_089045.1.g35308	NC_089045.1.g35537	6	1	
OG0029804	NC_089045.1.g35537	NC_089045.1.g35402		NC_089045.1.g35095	NC_089045.1.g35564	NC_089045.1.g35889	NC_089045.1.g35312	NC_089045.1.g35542	6	1	
OG0029806	NC_089045.1.g35571	NC_089045.1.g35431	NC_089045.1.g35358		NC_089045.1.g35596	NC_089045.1.g35922	NC_089045.1.g35341	NC_089045.1.g35571	6	1	
OG0029807	NC_089045.1.g35588		NC_089045.1.g35377	NC_089045.1.g35140	NC_089045.1.g35610	NC_089045.1.g35938	NC_089045.1.g35356	NC_089045.1.g35588	6	1	
OG0029808	NC_089045.1.g35621	NC_089045.1.g35479	NC_089045.1.g35410	NC_089045.1.g35168	NC_089045.1.g35643	NC_089045.1.g35971		NC_089045.1.g35620	6	1	
OG0029809	NC_089045.1.g35627	NC_089045.1.g35487		NC_089045.1.g35176	NC_089045.1.g35654	NC_089045.1.g35978	NC_089045.1.g35394	NC_089045.1.g35629	6	1	
OG0029811	NC_089045.1.g35645	NC_089045.1.g35507	NC_089045.1.g35436	NC_089045.1.g35196	NC_089045.1.g35675		NC_089045.1.g35412	NC_089045.1.g35649	6	1	
OG0029812	NC_089045.1.g35679	NC_089045.1.g35533	NC_089045.1.g35467	NC_089045.1.g35235		NC_089045.1.g36032	NC_089045.1.g35443	NC_089045.1.g35680	6	1	
OG0029813	NC_089045.1.g35683	NC_089045.1.g35536	NC_089045.1.g35470	NC_089045.1.g35239	NC_089045.1.g35708	NC_089045.1.g36036	NC_089045.1.g35446		6	1	
OG0029814	NC_089045.1.g35693	NC_089045.1.g35546		NC_089045.1.g35249	NC_089045.1.g35717	NC_089045.1.g36046	NC_089045.1.g35456	NC_089045.1.g35691	6	1	
OG0029815	NC_089045.1.g35703	NC_089045.1.g35556	NC_089045.1.g35494	NC_089045.1.g35258	NC_089045.1.g35735	NC_089045.1.g36060		NC_089045.1.g35702	6	1	
OG0029816	NC_089045.1.g35705	NC_089045.1.g35558	NC_089045.1.g35496		NC_089045.1.g35737	NC_089045.1.g36062	NC_089045.1.g35468	NC_089045.1.g35704	6	1	
OG0029817	NC_089045.1.g35720	NC_089045.1.g35576		NC_089045.1.g35276	NC_089045.1.g35754	NC_089045.1.g36080	NC_089045.1.g35485	NC_089045.1.g35725	6	1	
OG0029818	NC_089045.1.g35729		NC_089045.1.g35518	NC_089045.1.g35284	NC_089045.1.g35764	NC_089045.1.g36089	NC_089045.1.g35494	NC_089045.1.g35733	6	1	
OG0029819	NC_089045.1.g35737	NC_089045.1.g35593		NC_089045.1.g35291	NC_089045.1.g35773	NC_089045.1.g36098	NC_089045.1.g35505	NC_089045.1.g35742	6	1	
OG0029820	NC_089045.1.g35741	NC_089045.1.g35597	NC_089045.1.g35529	NC_089045.1.g35295	NC_089045.1.g35777	NC_089045.1.g36101	NC_089045.1.g35508		6	1	
OG0029821	NC_089045.1.g35744	NC_089045.1.g35599	NC_089045.1.g35531		NC_089045.1.g35779	NC_089045.1.g36105	NC_089045.1.g35510	NC_089045.1.g35747	6	1	
OG0029822	NC_089045.1.g35757	NC_089045.1.g35611	NC_089045.1.g35540		NC_089045.1.g35787	NC_089045.1.g36117	NC_089045.1.g35519	NC_089045.1.g35757	6	1	
OG0029823	NC_089045.1.g35771	NC_089045.1.g35628	NC_089045.1.g35553	NC_089045.1.g35320	NC_089045.1.g35798		NC_089045.1.g35535	NC_089045.1.g35769	6	1	
OG0029824	NC_089045.1.g35772	NC_089045.1.g35629	NC_089045.1.g35554	NC_089045.1.g35321	NC_089045.1.g35799		NC_089045.1.g35536	NC_089045.1.g35770	6	1	
OG0029825	NC_089045.1.g35781	NC_089045.1.g35638		NC_089045.1.g35337	NC_089045.1.g35809	NC_089045.1.g36141	NC_089045.1.g35547	NC_089045.1.g35779	6	1	
OG0029827	NC_089045.1.g35794	NC_089045.1.g35649	NC_089045.1.g35577		NC_089045.1.g35822	NC_089045.1.g36152	NC_089045.1.g35557	NC_089045.1.g35788	6	1	
OG0029828	NC_089045.1.g35805	NC_089045.1.g35659	NC_089045.1.g35587	NC_089045.1.g35356	NC_089045.1.g35831	NC_089045.1.g36162		NC_089045.1.g35798	6	1	
OG0029829	NC_089045.1.g35825	NC_089045.1.g35675	NC_089045.1.g35604		NC_089045.1.g35845	NC_089045.1.g36180	NC_089045.1.g35584	NC_089045.1.g35816	6	1	
OG0029830	NC_089045.1.g35832	NC_089045.1.g35681	NC_089045.1.g35610	NC_089045.1.g35381	NC_089045.1.g35852	NC_089045.1.g36188		NC_089045.1.g35823	6	1	
OG0029832	NC_089045.1.g35847		NC_089045.1.g35626	NC_089045.1.g35398	NC_089045.1.g35869	NC_089045.1.g36206	NC_089045.1.g35604	NC_089045.1.g35841	6	1	
OG0029833	NC_089045.1.g35848		NC_089045.1.g35627	NC_089045.1.g35399	NC_089045.1.g35870	NC_089045.1.g36207	NC_089045.1.g35605	NC_089045.1.g35842	6	1	
OG0029834	NC_089045.1.g35865	NC_089045.1.g35713	NC_089045.1.g35641	NC_089045.1.g35411	NC_089045.1.g35882		NC_089045.1.g35620	NC_089045.1.g35854	6	1	
OG0029835	NC_089045.1.g35902	NC_089045.1.g35755	NC_089045.1.g35680		NC_089045.1.g35923	NC_089045.1.g36263	NC_089045.1.g35657	NC_089045.1.g35892	6	1	
OG0029837	NC_089045.1.g35911	NC_089045.1.g35764	NC_089045.1.g35686	NC_089045.1.g35464	NC_089045.1.g35930		NC_089045.1.g35668	NC_089045.1.g35898	6	1	
OG0029839	NC_089045.1.g35945	NC_089045.1.g35796	NC_089045.1.g35717	NC_089045.1.g35497	NC_089045.1.g35963	NC_089045.1.g36305	NC_089045.1.g35699		6	1	
OG0029841	NC_089045.1.g35956	NC_089045.1.g35805	NC_089045.1.g35729	NC_089045.1.g35509	NC_089045.1.g35975		NC_089045.1.g35709	NC_089045.1.g35939	6	1	
OG0029842	NC_089045.1.g35958	NC_089045.1.g35808	NC_089045.1.g35732	NC_089045.1.g35511	NC_089045.1.g35978	NC_089045.1.g36320		NC_089045.1.g35942	6	1	
OG0029843	NC_089045.1.g35964	NC_089045.1.g35814	NC_089045.1.g35741	NC_089045.1.g35522	NC_089045.1.g35987	NC_089045.1.g36328		NC_089045.1.g35951	6	1	
OG0029844	NC_089045.1.g36013	NC_089045.1.g35864		NC_089045.1.g35570	NC_089045.1.g36033	NC_089045.1.g36377	NC_089045.1.g35766	NC_089045.1.g35998	6	1	
OG0029845	NC_089045.1.g36014	NC_089045.1.g35865	NC_089045.1.g35786	NC_089045.1.g35571	NC_089045.1.g36034	NC_089045.1.g36378		NC_089045.1.g35999	6	1	
OG0029846	NC_089045.1.g36019	NC_089045.1.g35869	NC_089045.1.g35790	NC_089045.1.g35576		NC_089045.1.g36382	NC_089045.1.g35770	NC_089045.1.g36003	6	1	
OG0029847	NC_089045.1.g36031	NC_089045.1.g35879	NC_089045.1.g35801		NC_089045.1.g36050	NC_089045.1.g36394	NC_089045.1.g35782	NC_089045.1.g36013	6	1	
OG0029848	NC_089045.1.g36041	NC_089045.1.g35889	NC_089045.1.g35811	NC_089045.1.g35597		NC_089045.1.g36404	NC_089045.1.g35791	NC_089045.1.g36024	6	1	
OG0029849	NC_089045.1.g36057	NC_089045.1.g35909	NC_089045.1.g35830		NC_089045.1.g36078	NC_089045.1.g36423	NC_089045.1.g35807	NC_089045.1.g36043	6	1	
OG0029850	NC_089045.1.g36061	NC_089045.1.g35916		NC_089045.1.g35616	NC_089045.1.g36084	NC_089045.1.g36429	NC_089045.1.g35815	NC_089045.1.g36050	6	1	
OG0029851	NC_089045.1.g36112		NC_089045.1.g35885	NC_089045.1.g35659	NC_089045.1.g36134	NC_089045.1.g36479	NC_089045.1.g35861	NC_089045.1.g36098	6	1	
OG0029852	NC_089045.1.g36113	NC_089045.1.g35964	NC_089045.1.g35886	NC_089045.1.g35660	NC_089045.1.g36135	NC_089045.1.g36480	NC_089045.1.g35862		6	1	
OG0029853	NC_089045.1.g36123	NC_089045.1.g35971	NC_089045.1.g35892	NC_089045.1.g35666	NC_089045.1.g36144	NC_089045.1.g36489		NC_089045.1.g36107	6	1	
OG0029854	NC_089045.1.g36129	NC_089045.1.g35976	NC_089045.1.g35896	NC_089045.1.g35670	NC_089045.1.g36149	NC_089045.1.g36493	NC_089045.1.g35873		6	1	
OG0029855	NC_089045.1.g36137	NC_089045.1.g35988	NC_089045.1.g35903	NC_089045.1.g35679	NC_089045.1.g36158	NC_089045.1.g36500		NC_089045.1.g36117	6	1	
OG0029856	NC_089045.1.g36165	NC_089045.1.g36014	NC_089045.1.g35927	NC_089045.1.g35706	NC_089045.1.g36185	NC_089045.1.g36528		NC_089045.1.g36143	6	1	
OG0029857	NC_089045.1.g36213	NC_089045.1.g36066	NC_089045.1.g35976	NC_089045.1.g35758	NC_089045.1.g36238	NC_089045.1.g36579		NC_089045.1.g36187	6	1	
OG0029858	NC_089045.1.g36237	NC_089045.1.g36090	NC_089045.1.g35999		NC_089045.1.g36261	NC_089045.1.g36603	NC_089045.1.g35973	NC_089045.1.g36209	6	1	
OG0029859	NC_089045.1.g36238	NC_089045.1.g36091	NC_089045.1.g36001	NC_089045.1.g35781		NC_089045.1.g36604	NC_089045.1.g35975	NC_089045.1.g36210	6	1	
OG0029860	NC_089045.1.g36265		NC_089045.1.g36033	NC_089045.1.g35809	NC_089045.1.g36295	NC_089045.1.g36638	NC_089045.1.g36010	NC_089045.1.g36248	6	1	
OG0029861	NC_089045.1.g36288		NC_089045.1.g36053	NC_089045.1.g35832	NC_089045.1.g36317	NC_089045.1.g36663	NC_089045.1.g36033	NC_089045.1.g36272	6	1	
OG0029862	NC_089045.1.g36295	NC_089045.1.g36143		NC_089045.1.g35840	NC_089045.1.g36323	NC_089045.1.g36671	NC_089045.1.g36040	NC_089045.1.g36279	6	1	
OG0029863	NC_089045.1.g36385	NC_089045.1.g36231	NC_089045.1.g36153	NC_089045.1.g35928	NC_089045.1.g36416		NC_089045.1.g36125	NC_089045.1.g36366	6	1	
OG0029864	NC_089045.1.g36387	NC_089045.1.g36233	NC_089045.1.g36154		NC_089045.1.g36418	NC_089045.1.g36759	NC_089045.1.g36127	NC_089045.1.g36367	6	1	
OG0029865	NC_089045.1.g36391	NC_089045.1.g36237	NC_089045.1.g36159	NC_089045.1.g35934	NC_089045.1.g36423		NC_089045.1.g36133	NC_089045.1.g36372	6	1	
OG0029866	NC_089045.1.g36394	NC_089045.1.g36239	NC_089045.1.g36161		NC_089045.1.g36425	NC_089045.1.g36765	NC_089045.1.g36135	NC_089045.1.g36374	6	1	
OG0029867	NC_089045.1.g36400	NC_089045.1.g36245	NC_089045.1.g36167	NC_089045.1.g35942	NC_089045.1.g36431	NC_089045.1.g36771		NC_089045.1.g36380	6	1	
OG0029868	NC_089045.1.g36401		NC_089045.1.g36168	NC_089045.1.g35943	NC_089045.1.g36432	NC_089045.1.g36772	NC_089045.1.g36141	NC_089045.1.g36381	6	1	
OG0029869	NC_089045.1.g36405	NC_089045.1.g36249	NC_089045.1.g36172	NC_089045.1.g35948	NC_089045.1.g36437	NC_089045.1.g36777	NC_089045.1.g36146		6	1	
OG0029870	NC_089045.1.g36410	NC_089045.1.g36253	NC_089045.1.g36177	NC_089045.1.g35952	NC_089045.1.g36440	NC_089045.1.g36781	NC_089045.1.g36151		6	1	
OG0029871	NC_089045.1.g36411	NC_089045.1.g36254	NC_089045.1.g36178	NC_089045.1.g35953	NC_089045.1.g36441	NC_089045.1.g36782	NC_089045.1.g36152		6	1	
OG0029872	NC_089045.1.g36436	NC_089045.1.g36284	NC_089045.1.g36212		NC_089045.1.g36471	NC_089045.1.g36807	NC_089045.1.g36177	NC_089045.1.g36413	6	1	
OG0029873	NC_089045.1.g36439	NC_089045.1.g36286	NC_089045.1.g36215		NC_089045.1.g36475	NC_089045.1.g36808	NC_089045.1.g36180	NC_089045.1.g36415	6	1	
OG0029874	NC_089045.1.g36485	NC_089045.1.g36341	NC_089045.1.g36268	NC_089045.1.g36022	NC_089045.1.g36530	NC_089045.1.g36853	NC_089045.1.g36225		6	1	
OG0029875	NC_089045.1.g36521	NC_089045.1.g36373	NC_089045.1.g36299	NC_089045.1.g36053		NC_089045.1.g36888	NC_089045.1.g36259	NC_089045.1.g36489	6	1	
OG0029876	NC_089045.1.g36549	NC_089045.1.g36399	NC_089045.1.g36325		NC_089045.1.g36594	NC_089045.1.g36915	NC_089045.1.g36285	NC_089045.1.g36514	6	1	
OG0029878	NC_089045.1.g36568	NC_089045.1.g36415	NC_089045.1.g36346		NC_089045.1.g36611	NC_089045.1.g36933	NC_089045.1.g36306	NC_089045.1.g36531	6	1	
OG0029879	NC_089045.1.g36650	NC_089045.1.g36497	NC_089045.1.g36432	NC_089045.1.g36171	NC_089045.1.g36687		NC_089045.1.g36392	NC_089045.1.g36610	6	1	
OG0029880	NC_089045.1.g36655	NC_089045.1.g36502	NC_089045.1.g36436	NC_089045.1.g36176	NC_089045.1.g36691	NC_089045.1.g37014		NC_089045.1.g36614	6	1	
OG0029881	NC_089045.1.g36672	NC_089045.1.g36519		NC_089045.1.g36195	NC_089045.1.g36709	NC_089045.1.g37031	NC_089045.1.g36417	NC_089045.1.g36633	6	1	
OG0029882	NC_089045.1.g36714	NC_089045.1.g36564	NC_089045.1.g36490	NC_089045.1.g36231	NC_089045.1.g36750	NC_089045.1.g37070		NC_089045.1.g36671	6	1	
OG0029883	NC_089045.1.g36722		NC_089045.1.g36496	NC_089045.1.g36238	NC_089045.1.g36757	NC_089045.1.g37077	NC_089045.1.g36464	NC_089045.1.g36676	6	1	
OG0029884	NC_089045.1.g36729	NC_089045.1.g36577	NC_089045.1.g36505		NC_089045.1.g36765	NC_089045.1.g37084	NC_089045.1.g36472	NC_089045.1.g36683	6	1	
OG0029885	NC_089045.1.g36739	NC_089045.1.g36589	NC_089045.1.g36516	NC_089045.1.g36254	NC_089045.1.g36777	NC_089045.1.g37096	NC_089045.1.g36484		6	1	
OG0029886	NC_089045.1.g36753	NC_089045.1.g36603	NC_089045.1.g36530	NC_089045.1.g36268	NC_089045.1.g36793		NC_089045.1.g36500	NC_089045.1.g36707	6	1	
OG0029887	NC_089045.1.g36759	NC_089045.1.g36608	NC_089045.1.g36535	NC_089045.1.g36274	NC_089045.1.g36798		NC_089045.1.g36507	NC_089045.1.g36714	6	1	
OG0029888	NC_089045.1.g36772	NC_089045.1.g36617	NC_089045.1.g36542	NC_089045.1.g36282		NC_089045.1.g37122	NC_089045.1.g36517	NC_089045.1.g36726	6	1	
OG0029889	NC_089045.1.g36805	NC_089045.1.g36650	NC_089045.1.g36573	NC_089045.1.g36313	NC_089045.1.g36837	NC_089045.1.g37155		NC_089045.1.g36757	6	1	
OG0029890	NC_089045.1.g36806	NC_089045.1.g36651	NC_089045.1.g36574	NC_089045.1.g36314	NC_089045.1.g36838	NC_089045.1.g37156		NC_089045.1.g36758	6	1	
OG0029891	NC_089045.1.g36832	NC_089045.1.g36676	NC_089045.1.g36598	NC_089045.1.g36336	NC_089045.1.g36863	NC_089045.1.g37182		NC_089045.1.g36783	6	1	
OG0029892	NC_089045.1.g36842	NC_089045.1.g36690		NC_089045.1.g36347	NC_089045.1.g36879	NC_089045.1.g37197	NC_089045.1.g36585	NC_089045.1.g36797	6	1	
OG0029893	NC_089045.1.g36845	NC_089045.1.g36693	NC_089045.1.g36615		NC_089045.1.g36882	NC_089045.1.g37200	NC_089045.1.g36588	NC_089045.1.g36801	6	1	
OG0029894	NC_089045.1.g36846		NC_089045.1.g36616	NC_089045.1.g36351	NC_089045.1.g36883	NC_089045.1.g37201	NC_089045.1.g36589	NC_089045.1.g36802	6	1	
OG0029895	NC_089045.1.g36851	NC_089045.1.g36699	NC_089045.1.g36622		NC_089045.1.g36888	NC_089045.1.g37208	NC_089045.1.g36597	NC_089045.1.g36811	6	1	
OG0029896	NC_089045.1.g36854	NC_089045.1.g36702		NC_089045.1.g36359	NC_089045.1.g36892	NC_089045.1.g37211	NC_089045.1.g36600	NC_089045.1.g36815	6	1	
OG0029897	NC_089045.1.g36855	NC_089045.1.g36703	NC_089045.1.g36628	NC_089045.1.g36360		NC_089045.1.g37213	NC_089045.1.g36602	NC_089045.1.g36817	6	1	
OG0029898	NC_089045.1.g36869	NC_089045.1.g36717	NC_089045.1.g36642	NC_089045.1.g36373	NC_089045.1.g36906	NC_089045.1.g37229		NC_089045.1.g36834	6	1	
OG0029899	NC_089045.1.g36877	NC_089045.1.g36727	NC_089045.1.g36652	NC_089045.1.g36381		NC_089045.1.g37238	NC_089045.1.g36627	NC_089045.1.g36841	6	1	
OG0029900	NC_089045.1.g36893	NC_089045.1.g36744	NC_089045.1.g36667	NC_089045.1.g36401	NC_089045.1.g36931		NC_089045.1.g36644	NC_089045.1.g36857	6	1	
OG0029901	NC_089045.1.g36907	NC_089045.1.g36761	NC_089045.1.g36685	NC_089045.1.g36417	NC_089045.1.g36945	NC_089045.1.g37270		NC_089045.1.g36872	6	1	
OG0029902	NC_089045.1.g36918	NC_089045.1.g36774		NC_089045.1.g36429	NC_089045.1.g36958	NC_089045.1.g37283	NC_089045.1.g36669	NC_089045.1.g36883	6	1	
OG0029903	NC_089045.1.g36925	NC_089045.1.g36781	NC_089045.1.g36703		NC_089045.1.g36965	NC_089045.1.g37292	NC_089045.1.g36676	NC_089045.1.g36890	6	1	
OG0029905	NC_089045.1.g36952	NC_089045.1.g36802	NC_089045.1.g36725	NC_089045.1.g36456		NC_089045.1.g37315	NC_089045.1.g36705	NC_089045.1.g36907	6	1	
OG0029906	NC_089045.1.g36954	NC_089045.1.g36804	NC_089045.1.g36727	NC_089045.1.g36458		NC_089045.1.g37318	NC_089045.1.g36707	NC_089045.1.g36908	6	1	
OG0029907	NC_089045.1.g36982	NC_089045.1.g36829	NC_089045.1.g36758	NC_089045.1.g36486	NC_089045.1.g37007	NC_089045.1.g37346		NC_089045.1.g36938	6	1	
OG0029908	NC_089045.1.g37009	NC_089045.1.g36862	NC_089045.1.g36786	NC_089045.1.g36518		NC_089045.1.g37381	NC_089045.1.g36756	NC_089045.1.g36970	6	1	
OG0029909	NC_089045.1.g37052	NC_089045.1.g36902	NC_089045.1.g36823	NC_089045.1.g36556	NC_089045.1.g37078	NC_089045.1.g37420		NC_089045.1.g37009	6	1	
